author	year	month	affiliation	commit count	lines added	lines removed	date
rt	2001	8	Sun	473	16305	14576	2001-8-1
rt	2001	9	Sun	153	3262	2355	2001-9-1
rt	2001	10	Sun	224	2410	1629	2001-10-1
rt	2001	11	Sun	447	9985	10782	2001-11-1
rt	2001	12	Sun	228	4681	3306	2001-12-1
rt	2002	1	Sun	73	1156	3591	2002-1-1
rt	2002	2	Sun	85	4930	8246	2002-2-1
rt	2002	3	Sun	54	1996	1435	2002-3-1
rt	2002	4	Sun	44	2139	1019	2002-4-1
rt	2002	5	Sun	93	804	1164	2002-5-1
rt	2002	6	Sun	149	862	496	2002-6-1
rt	2002	7	Sun	35	1079	11918	2002-7-1
rt	2002	8	Sun	108	9093	4064	2002-8-1
rt	2002	9	Sun	154	2084	1603	2002-9-1
rt	2002	10	Sun	38	442	1492	2002-10-1
rt	2002	11	Sun	176	3446	1585	2002-11-1
rt	2002	12	Sun	137	1922	1511	2002-12-1
rt	2003	1	Sun	302	1365	5330	2003-1-1
rt	2003	2	Sun	220	1294	3784	2003-2-1
rt	2003	3	Sun	108	288	2070	2003-3-1
rt	2003	4	Sun	50	1667	502	2003-4-1
rt	2003	5	Sun	75	1256	231	2003-5-1
rt	2003	6	Sun	47	1119	889	2003-6-1
rt	2003	7	Sun	22	240	60	2003-7-1
rt	2003	8	Sun	67	1586	1210	2003-8-1
rt	2003	9	Sun	218	51346	48706	2003-9-1
rt	2003	10	Sun	177	1528	523	2003-10-1
rt	2003	11	Sun	367	9493	5291	2003-11-1
rt	2003	12	Sun	132	5399	83	2003-12-1
rt	2004	1	Sun	48	2276	2266	2004-1-1
rt	2004	2	Sun	44	5351	4685	2004-2-1
rt	2004	3	Sun	80	1671	1358	2004-3-1
rt	2004	4	Sun	32	1737	4771	2004-4-1
rt	2004	5	Sun	948	29028	6727	2004-5-1
rt	2004	6	Sun	79	4649	624	2004-6-1
rt	2004	7	Sun	123	6652	1042	2004-7-1
rt	2004	8	Sun	71	2621	118788	2004-8-1
rt	2004	9	Sun	91	17835	17323	2004-9-1
rt	2004	10	Sun	31	24955	45740	2004-10-1
rt	2004	11	Sun	85	781	717	2004-11-1
rt	2004	12	Sun	452	6966	5517	2004-12-1
rt	2005	1	Sun	76	92	371393	2005-1-1
rt	2005	2	Sun	47	2368	471	2005-2-1
rt	2005	3	Sun	35	752	253	2005-3-1
rt	2005	4	Sun	37	293	260	2005-4-1
rt	2005	5	Sun	30	303	254	2005-5-1
rt	2005	6	Sun	51	432	145	2005-6-1
rt	2005	7	Sun	8	88	57	2005-7-1
rt	2005	8	Sun	56	839	433	2005-8-1
rt	2005	9	Sun	37082	803172	1747204	2005-9-1
rt	2005	10	Sun	195	8074	3304	2005-10-1
rt	2005	11	Sun	32	536	486	2005-11-1
rt	2005	12	Sun	25	1418	470	2005-12-1
rt	2006	1	Sun	19	113	82	2006-1-1
rt	2006	2	Sun	40	8871	1473	2006-2-1
rt	2006	3	Sun	21	418	102	2006-3-1
rt	2006	4	Sun	13	581	596	2006-4-1
rt	2006	5	Sun	80	165297	30149	2006-5-1
rt	2006	6	Sun	110	1784	4414	2006-6-1
rt	2006	7	Sun	360	1330	2082	2006-7-1
rt	2006	8	Sun	170	4672	3464	2006-8-1
rt	2006	9	Sun	5	33	15	2006-9-1
rt	2006	10	Sun	33	4299	235	2006-10-1
rt	2006	11	Sun	34	162	127	2006-11-1
rt	2006	12	Sun	62	481	260	2006-12-1
rt	2007	1	Sun	42	1052	797	2007-1-1
rt	2007	2	Sun	66	1374	667	2007-2-1
rt	2007	3	Sun	24	269	166	2007-3-1
rt	2007	4	Sun	266	12853	108	2007-4-1
rt	2007	5	Sun	41	2803	1602	2007-5-1
rt	2007	6	Sun	40	350	243	2007-6-1
rt	2007	7	Sun	629	156881	2282	2007-7-1
rt	2007	8	Sun	11	365	36	2007-8-1
rt	2007	9	Sun	17	207	494	2007-9-1
rt	2007	10	Sun	40	8609	8914	2007-10-1
rt	2007	11	Sun	87	10608	10192	2007-11-1
rt	2007	12	Sun	20	3633	436	2007-12-1
rt	2008	1	Sun	741	95261	2909	2008-1-1
rt	2008	2	Sun	49	273	494	2008-2-1
rt	2008	3	Sun	15507	353743	430491	2008-3-1
rt	2008	4	Sun	2517	61403	71257	2008-4-1
rt	2008	5	Sun	99	9950	193942	2008-5-1
rt	2008	6	Sun	1	2	2	2008-6-1
rvojta	2005	4	unaffiliated	4	869	3	2005-4-1
rvojta	2005	5	unaffiliated	8	74	43	2005-5-1
rvojta	2005	7	unaffiliated	1	1	1	2005-7-1
sab	2000	9	Sun	29	1509	325	2000-9-1
sab	2000	10	Sun	157	3329	1933	2000-10-1
sab	2000	11	Sun	197	6610	6890	2000-11-1
sab	2000	12	Sun	130	1757	1272	2000-12-1
sab	2001	1	Sun	93	3245	866	2001-1-1
sab	2001	2	Sun	255	5384	2598	2001-2-1
sab	2001	3	Sun	201	4298	2145	2001-3-1
sab	2001	4	Sun	75	1288	642	2001-4-1
sab	2001	5	Sun	176	3517	2450	2001-5-1
sab	2001	6	Sun	90	1915	818	2001-6-1
sab	2001	7	Sun	134	2958	1968	2001-7-1
sab	2001	8	Sun	35	958	442	2001-8-1
sab	2001	9	Sun	107	3349	2783	2001-9-1
sab	2001	10	Sun	52	1112	594	2001-10-1
sab	2001	11	Sun	37	1822	1169	2001-11-1
sab	2001	12	Sun	26	444	276	2001-12-1
sab	2002	1	Sun	89	1309	792	2002-1-1
sab	2002	2	Sun	73	2709	1602	2002-2-1
sab	2002	3	Sun	127	2975	1128	2002-3-1
sab	2002	4	Sun	36	1974	611	2002-4-1
sab	2002	5	Sun	70	3085	658	2002-5-1
sab	2002	6	Sun	52	1182	540	2002-6-1
sab	2002	7	Sun	46	1063	376	2002-7-1
sab	2002	8	Sun	137	2664	1544	2002-8-1
sab	2002	9	Sun	135	3248	734	2002-9-1
sab	2002	10	Sun	59	1104	568	2002-10-1
sab	2002	11	Sun	76	1270	606	2002-11-1
sab	2002	12	Sun	19	198	87	2002-12-1
sab	2003	1	Sun	41	1543	2053	2003-1-1
sab	2003	2	Sun	35	679	321	2003-2-1
sab	2003	3	Sun	31	842	482	2003-3-1
sab	2003	4	Sun	27	601	447	2003-4-1
sab	2003	5	Sun	8	139	49	2003-5-1
sab	2003	6	Sun	10	162	57	2003-6-1
sab	2003	7	Sun	40	556	246	2003-7-1
sab	2003	8	Sun	19	297	230	2003-8-1
sab	2003	10	Sun	7	622	87	2003-10-1
sab	2003	11	Sun	5	82	65	2003-11-1
sab	2003	12	Sun	13	293	94	2003-12-1
sab	2004	1	Sun	205	8379	4985	2004-1-1
sab	2004	2	Sun	74	2720	1900	2004-2-1
sab	2004	3	Sun	29	2917	271	2004-3-1
sab	2004	4	Sun	45	2961	1408	2004-4-1
sab	2004	5	Sun	45	2231	303	2004-5-1
sab	2004	6	Sun	39	818	371	2004-6-1
sab	2004	7	Sun	92	2591	1249	2004-7-1
sab	2004	8	Sun	13	131	82	2004-8-1
sab	2004	9	Sun	38	2504	578	2004-9-1
sab	2004	10	Sun	66	982	575	2004-10-1
sab	2004	11	Sun	40	1677	199	2004-11-1
sab	2004	12	Sun	8	544	121	2004-12-1
sab	2005	1	Sun	10	240	54	2005-1-1
sab	2005	2	Sun	45	735	467	2005-2-1
sab	2005	3	Sun	38	784	513	2005-3-1
sab	2005	4	Sun	12	133	73	2005-4-1
sab	2005	5	Sun	38	1103	734	2005-5-1
sab	2005	6	Sun	19	457	274	2005-6-1
sab	2005	7	Sun	15	319	63	2005-7-1
sab	2005	8	Sun	2	6	34	2005-8-1
sab	2005	9	Sun	11	1457	86	2005-9-1
sb	2000	10	Sun	24	505	975	2000-10-1
sb	2000	11	Sun	80	2770	2631	2000-11-1
sb	2000	12	Sun	59	1701	1078	2000-12-1
sb	2001	1	Sun	14	363	302	2001-1-1
sb	2001	2	Sun	44	969	684	2001-2-1
sb	2001	3	Sun	15	628	101	2001-3-1
sb	2001	4	Sun	15	344	107	2001-4-1
sb	2001	5	Sun	47	1582	681	2001-5-1
sb	2001	6	Sun	52	2931	2575	2001-6-1
sb	2001	7	Sun	27	780	124	2001-7-1
sb	2001	8	Sun	96	5505	4420	2001-8-1
sb	2001	10	Sun	85	24489	24141	2001-10-1
sb	2001	11	Sun	24	417	169	2001-11-1
sb	2001	12	Sun	7	140	153	2001-12-1
sb	2002	1	Sun	9	150	23	2002-1-1
sb	2002	2	Sun	21	2045	1559	2002-2-1
sb	2002	3	Sun	24	323	234	2002-3-1
sb	2002	4	Sun	7	349	310	2002-4-1
sb	2002	5	Sun	10	82	83	2002-5-1
sb	2002	6	Sun	8	563	53	2002-6-1
sb	2002	7	Sun	83	1960	990	2002-7-1
sb	2002	8	Sun	53	2417	1451	2002-8-1
sb	2002	9	Sun	23	603	313	2002-9-1
sb	2002	10	Sun	62	1206	1511	2002-10-1
sb	2002	11	Sun	90	1785	886	2002-11-1
sb	2002	12	Sun	56	3280	2760	2002-12-1
sb	2003	1	Sun	120	11809	1666	2003-1-1
sb	2003	2	Sun	25	160	233	2003-2-1
sb	2003	3	Sun	23	938	447	2003-3-1
sb	2003	4	Sun	61	4245	1269	2003-4-1
sb	2003	5	Sun	108	6428	4971	2003-5-1
sb	2003	6	Sun	65	1477	754	2003-6-1
sb	2003	7	Sun	22	1964	442	2003-7-1
sb	2003	8	Sun	44	1507	721	2003-8-1
sb	2003	9	Sun	5	119	22	2003-9-1
sb	2003	10	Sun	56	3606	1060	2003-10-1
sb	2003	11	Sun	24	1049	919	2003-11-1
sb	2003	12	Sun	143	9864	1506	2003-12-1
sb	2004	1	Sun	73	2445	1594	2004-1-1
sb	2004	2	Sun	214	4760	1425	2004-2-1
sb	2004	3	Sun	278	15002	5138	2004-3-1
sb	2004	4	Sun	175	8842	3675	2004-4-1
sb	2004	5	Sun	2989	24085	16141	2004-5-1
sb	2004	6	Sun	337	6491	2310	2004-6-1
sb	2004	7	Sun	175	61831	2591	2004-7-1
sb	2004	8	Sun	215	3296	2357	2004-8-1
sb	2004	9	Sun	56	558	378	2004-9-1
sb	2004	10	Sun	285	3333	2204	2004-10-1
sb	2004	11	Sun	235	4801	2843	2004-11-1
sb	2004	12	Sun	60	634	406	2004-12-1
sb	2005	1	Sun	69	1775	1370	2005-1-1
sb	2005	2	Sun	70	6434	1711	2005-2-1
sb	2005	3	Sun	108	1674	1040	2005-3-1
sb	2005	4	Sun	108	3622	746	2005-4-1
sb	2005	5	Sun	92	1409	1016	2005-5-1
sb	2005	6	Sun	98	3364	1145	2005-6-1
sb	2005	7	Sun	61	1975	773	2005-7-1
sb	2005	8	Sun	180	6725	1656	2005-8-1
sb	2005	9	Sun	485	5830	8278	2005-9-1
sb	2005	10	Sun	332	7417	8029	2005-10-1
sb	2005	11	Sun	239	3178	2155	2005-11-1
sb	2005	12	Sun	56	838	473	2005-12-1
sb	2006	1	Sun	175	2613	1607	2006-1-1
sb	2006	2	Sun	129	1980	1254	2006-2-1
sb	2006	3	Sun	106	2103	1837	2006-3-1
sb	2006	4	Sun	200	1574	1515	2006-4-1
sb	2006	5	Sun	301	2284	2194	2006-5-1
sb	2006	6	Sun	212	2514	2206	2006-6-1
sb	2006	7	Sun	524	5166	3456	2006-7-1
sb	2006	8	Sun	832	7466	8579	2006-8-1
sb	2006	9	Sun	92	2334	1490	2006-9-1
sb	2006	10	Sun	34	385	362	2006-10-1
sb	2006	11	Sun	225	5972	1758	2006-11-1
sb	2006	12	Sun	59	1302	846	2006-12-1
sb	2007	1	Sun	120	5093	4885	2007-1-1
sb	2007	2	Sun	9	225	109	2007-2-1
sb	2007	3	Sun	12	547	49	2007-3-1
sb	2007	4	Sun	71	1336	766	2007-4-1
sb	2007	5	Sun	17	397	100	2007-5-1
sb	2007	6	Sun	213	2153	1340	2007-6-1
sb	2007	7	Sun	667	6052	7108	2007-7-1
sb	2007	8	Sun	331	4614	4941	2007-8-1
sb	2007	9	Sun	47	1526	582	2007-9-1
sb	2007	10	Sun	46	1011	251	2007-10-1
sb	2007	11	Sun	155	1618	1112	2007-11-1
sb	2007	12	Sun	115	2655	730	2007-12-1
sb	2008	1	Sun	266	4891	3671	2008-1-1
sb	2008	2	Sun	143	1536	1441	2008-2-1
sb	2008	3	Sun	40	648	153	2008-3-1
sb	2008	4	Sun	76	1428	1245	2008-4-1
sb	2008	5	Sun	26	300	147	2008-5-1
sg	2003	2	Sun	4	34	13	2003-2-1
sg	2003	3	Sun	149	890	752	2003-3-1
sg	2003	4	Sun	1	5	0	2003-4-1
sg	2003	5	Sun	749	13787	6211	2003-5-1
sg	2003	6	Sun	4	77	69	2003-6-1
sg	2003	7	Sun	2	12	10	2003-7-1
sg	2003	9	Sun	46	3503	633	2003-9-1
sg	2003	11	Sun	73	2036	737	2003-11-1
sg	2003	12	Sun	324	2369	1203	2003-12-1
sg	2004	1	Sun	1	6	6	2004-1-1
sg	2004	2	Sun	70	4923	280	2004-2-1
sg	2004	3	Sun	13	1173	15	2004-3-1
sg	2004	6	Sun	10	873	93	2004-6-1
sg	2004	7	Sun	26	1587	142	2004-7-1
sg	2004	8	Sun	14	685	112	2004-8-1
sg	2004	9	Sun	43	3271	376	2004-9-1
sg	2004	10	Sun	28	2824	135	2004-10-1
sg	2004	11	Sun	16	217	91	2004-11-1
sg	2005	2	Sun	144	535	424	2005-2-1
sg	2005	3	Sun	15	1500	61	2005-3-1
sg	2005	9	Sun	3	53	56	2005-9-1
sg	2006	7	Sun	1	5	5	2006-7-1
sg	2007	1	Sun	2	11	9	2007-1-1
sg	2007	6	Sun	37	8873	0	2007-6-1
sg	2007	7	Sun	25	118	118	2007-7-1
shane	2000	10	(unknown)	1	3	2	2000-10-1
sj	2000	9	Sun	19	295	247	2000-9-1
sj	2000	10	Sun	47	1188	357	2000-10-1
sj	2000	11	Sun	80	3224	3491	2000-11-1
sj	2000	12	Sun	72	3599	5124	2000-12-1
sj	2001	1	Sun	58	2912	1838	2001-1-1
sj	2001	2	Sun	49	3286	3549	2001-2-1
sj	2001	3	Sun	145	3095	2988	2001-3-1
sj	2001	4	Sun	64	1747	1289	2001-4-1
sj	2001	5	Sun	116	2169	1685	2001-5-1
sj	2001	6	Sun	50	1092	768	2001-6-1
sj	2001	7	Sun	14	140	118	2001-7-1
sj	2001	8	Sun	46	984	653	2001-8-1
sj	2001	9	Sun	19	546	431	2001-9-1
sj	2001	10	Sun	35	888	833	2001-10-1
sj	2001	11	Sun	21	428	533	2001-11-1
sj	2001	12	Sun	7	218	72	2001-12-1
sj	2002	1	Sun	10	94	50	2002-1-1
sj	2002	2	Sun	16	282	120	2002-2-1
sj	2002	3	Sun	22	485	275	2002-3-1
sj	2002	4	Sun	42	1294	384	2002-4-1
sj	2002	5	Sun	52	1940	844	2002-5-1
sj	2002	6	Sun	22	562	254	2002-6-1
sj	2002	7	Sun	66	1387	878	2002-7-1
sj	2002	8	Sun	34	1013	707	2002-8-1
sj	2002	9	Sun	42	1187	1012	2002-9-1
sj	2002	10	Sun	35	1499	550	2002-10-1
sj	2002	11	Sun	42	1076	804	2002-11-1
sj	2002	12	Sun	27	449	318	2002-12-1
sj	2003	1	Sun	40	2235	1199	2003-1-1
sj	2003	2	Sun	46	2250	1310	2003-2-1
sj	2003	3	Sun	32	704	394	2003-3-1
sj	2003	4	Sun	50	734	1280	2003-4-1
sj	2003	5	Sun	14	324	340	2003-5-1
sj	2003	6	Sun	19	534	539	2003-6-1
sj	2003	7	Sun	51	893	388	2003-7-1
sj	2003	8	Sun	1	4	4	2003-8-1
sj	2003	9	Sun	56	3143	659	2003-9-1
sj	2003	10	Sun	117	9839	4777	2003-10-1
sj	2003	11	Sun	72	4526	7938	2003-11-1
sj	2003	12	Sun	99	4163	1247	2003-12-1
sj	2004	1	Sun	38	464	524	2004-1-1
sj	2004	2	Sun	189	20102	2247	2004-2-1
sj	2004	3	Sun	83	3466	1647	2004-3-1
sj	2004	4	Sun	20	999	246	2004-4-1
sj	2004	5	Sun	69	4738	1491	2004-5-1
sj	2004	6	Sun	75	3488	1202	2004-6-1
sj	2004	7	Sun	243	8064	6207	2004-7-1
sj	2004	8	Sun	136	6344	2319	2004-8-1
sj	2004	9	Sun	174	4826	4533	2004-9-1
sj	2004	10	Sun	50	2047	1025	2004-10-1
sj	2004	11	Sun	117	7564	5183	2004-11-1
sj	2004	12	Sun	18	659	403	2004-12-1
sj	2005	1	Sun	27	601	484	2005-1-1
sj	2005	2	Sun	107	5523	4229	2005-2-1
sj	2005	3	Sun	41	1072	924	2005-3-1
sj	2005	4	Sun	18	541	299	2005-4-1
sj	2005	5	Sun	29	317	137	2005-5-1
sj	2005	6	Sun	64	1783	711	2005-6-1
sj	2005	7	Sun	12	144	90	2005-7-1
sj	2005	8	Sun	107	864	1313	2005-8-1
sj	2005	9	Sun	44	1469	508	2005-9-1
sj	2005	10	Sun	47	662	414	2005-10-1
sj	2005	11	Sun	16	469	176	2005-11-1
sj	2005	12	Sun	26	900	687	2005-12-1
sj	2006	1	Sun	27	328	426	2006-1-1
sj	2006	2	Sun	20	777	515	2006-2-1
sj	2006	3	Sun	42	1092	752	2006-3-1
sj	2006	4	Sun	22	411	179	2006-4-1
sj	2006	5	Sun	5	44	26	2006-5-1
sj	2006	6	Sun	16	361	220	2006-6-1
sj	2006	7	Sun	39	1826	221	2006-7-1
sj	2006	8	Sun	11	203	113	2006-8-1
sj	2006	9	Sun	16	247	132	2006-9-1
sj	2006	10	Sun	18	215	161	2006-10-1
sj	2006	11	Sun	65	806	708	2006-11-1
sj	2006	12	Sun	5	85	19	2006-12-1
sj	2007	1	Sun	12	54	55	2007-1-1
sj	2007	2	Sun	56	2053	232	2007-2-1
sj	2007	3	Sun	103	2986	820	2007-3-1
sj	2007	4	Sun	9	351	92	2007-4-1
sj	2007	5	Sun	35	752	229	2007-5-1
sj	2007	6	Sun	86	1893	775	2007-6-1
sj	2007	7	Sun	34	531	692	2007-7-1
sj	2007	8	Sun	111	1698	685	2007-8-1
sj	2007	9	Sun	90	2459	576	2007-9-1
sj	2007	10	Sun	135	2026	1888	2007-10-1
sj	2007	11	Sun	95	1809	771	2007-11-1
sj	2007	12	Sun	14	1395	302	2007-12-1
sj	2008	1	Sun	20	1215	449	2008-1-1
sj	2008	2	Sun	45	1776	457	2008-2-1
sj	2008	3	Sun	62	1165	485	2008-3-1
sj	2008	4	Sun	67	1676	473	2008-4-1
sj	2008	5	Sun	18	694	709	2008-5-1
smmathews	2007	6	unaffiliated	69	981	819	2007-6-1
smmathews	2007	7	unaffiliated	63	1292	1087	2007-7-1
smmathews	2007	8	unaffiliated	47	2166	767	2007-8-1
smmathews	2007	11	unaffiliated	1	3	3	2007-11-1
smsm1	2006	12	unaffiliated	5	344	354	2006-12-1
smsm1	2007	1	unaffiliated	5	464	309	2007-1-1
smsm1	2007	3	unaffiliated	2	28	131	2007-3-1
smsm1	2007	6	unaffiliated	1	1	2	2007-6-1
smsm1	2007	9	unaffiliated	1	428	437	2007-9-1
smsm1	2007	10	unaffiliated	1	1	1	2007-10-1
sourceacceptance	2001	11	(unknown)	3	0	8	2001-11-1
sourceacceptance	2001	12	(unknown)	11	0	33	2001-12-1
sourceacceptance	2002	1	(unknown)	4	0	7	2002-1-1
sourceacceptance	2002	3	(unknown)	11	0	30	2002-3-1
sourceacceptance	2002	5	(unknown)	4	0	13	2002-5-1
sourceacceptance	2003	3	(unknown)	4	0	13	2003-3-1
sparcmoz	2004	2	clug.org.au	1	5	7	2004-2-1
sparcmoz	2004	3	clug.org.au	11	375	458	2004-3-1
sparcmoz	2004	4	clug.org.au	8	75	100	2004-4-1
sparcmoz	2004	5	clug.org.au	3	125	10	2004-5-1
sparcmoz	2004	6	clug.org.au	2	87	61	2004-6-1
sparcmoz	2004	7	clug.org.au	5	63	20	2004-7-1
sparcmoz	2004	8	clug.org.au	8	65	34	2004-8-1
sparcmoz	2004	11	clug.org.au	2	93	114	2004-11-1
sparcmoz	2005	4	clug.org.au	3	60	42	2005-4-1
sparcmoz	2005	9	clug.org.au	3	23	19	2005-9-1
sparcmoz	2006	2	clug.org.au	2	12	6	2006-2-1
sparcmoz	2006	10	clug.org.au	1	6	4	2006-10-1
sparcmoz	2006	11	clug.org.au	11	63	54	2006-11-1
sparcmoz	2007	2	clug.org.au	1	21	2	2007-2-1
sparcmoz	2007	3	clug.org.au	1	3	3	2007-3-1
ssa	2000	10	Sun	1	4	4	2000-10-1
ssa	2000	11	Sun	3	11	7	2000-11-1
ssa	2000	12	Sun	2	40	13	2000-12-1
ssa	2001	1	Sun	10	140	62	2001-1-1
ssa	2001	2	Sun	2	29	7	2001-2-1
ssa	2001	3	Sun	3	173	63	2001-3-1
ssa	2001	4	Sun	23	592	202	2001-4-1
ssa	2001	5	Sun	45	2276	658	2001-5-1
ssa	2001	6	Sun	31	1086	271	2001-6-1
ssa	2001	7	Sun	34	352	223	2001-7-1
ssa	2001	8	Sun	7	93	44	2001-8-1
ssa	2001	9	Sun	6	91	30	2001-9-1
ssa	2001	10	Sun	35	809	320	2001-10-1
ssa	2001	11	Sun	63	941	415	2001-11-1
ssa	2001	12	Sun	14	236	144	2001-12-1
ssa	2002	1	Sun	8	87	21	2002-1-1
ssa	2002	2	Sun	28	916	139	2002-2-1
ssa	2002	3	Sun	71	1500	557	2002-3-1
ssa	2002	4	Sun	70	1962	361	2002-4-1
ssa	2002	5	Sun	53	1189	318	2002-5-1
ssa	2002	6	Sun	38	564	261	2002-6-1
ssa	2002	7	Sun	77	1196	435	2002-7-1
ssa	2002	8	Sun	63	917	637	2002-8-1
ssa	2002	9	Sun	52	890	504	2002-9-1
ssa	2002	10	Sun	75	941	277	2002-10-1
ssa	2002	11	Sun	48	787	276	2002-11-1
ssa	2002	12	Sun	29	293	131	2002-12-1
ssa	2003	1	Sun	63	703	203	2003-1-1
ssa	2003	2	Sun	33	625	288	2003-2-1
ssa	2003	3	Sun	37	1219	195	2003-3-1
ssa	2003	4	Sun	43	542	385	2003-4-1
ssa	2003	5	Sun	22	356	172	2003-5-1
ssa	2003	6	Sun	13	251	84	2003-6-1
ssa	2003	7	Sun	7	219	48	2003-7-1
ssa	2003	9	Sun	19	253	146	2003-9-1
ssa	2003	10	Sun	38	2132	269	2003-10-1
ssa	2003	11	Sun	83	1559	563	2003-11-1
ssa	2003	12	Sun	44	1759	533	2003-12-1
ssa	2004	1	Sun	56	2061	562	2004-1-1
ssa	2004	2	Sun	133	9568	803	2004-2-1
ssa	2004	3	Sun	92	3581	3033	2004-3-1
ssa	2004	4	Sun	62	1697	1240	2004-4-1
ssa	2004	5	Sun	61	1760	640	2004-5-1
ssa	2004	6	Sun	80	1980	717	2004-6-1
ssa	2004	7	Sun	30	639	243	2004-7-1
ssa	2004	8	Sun	80	1631	784	2004-8-1
ssa	2004	9	Sun	15	275	122	2004-9-1
ssa	2004	10	Sun	73	1310	575	2004-10-1
ssa	2004	11	Sun	26	525	442	2004-11-1
ssa	2004	12	Sun	56	3433	2788	2004-12-1
ssa	2005	1	Sun	40	485	325	2005-1-1
ssa	2005	2	Sun	17	286	109	2005-2-1
ssa	2005	3	Sun	21	331	232	2005-3-1
ssa	2005	4	Sun	10	89	73	2005-4-1
ssa	2005	5	Sun	3	100	42	2005-5-1
ssa	2005	6	Sun	22	233	91	2005-6-1
ssa	2005	8	Sun	82	2827	718	2005-8-1
ssa	2005	9	Sun	8	248	26	2005-9-1
ssa	2005	10	Sun	25	339	115	2005-10-1
ssa	2005	11	Sun	15	185	56	2005-11-1
ssa	2005	12	Sun	3	28	12	2005-12-1
ssa	2006	1	Sun	8	57	27	2006-1-1
ssa	2006	3	Sun	37	1011	2846	2006-3-1
ssa	2006	6	Sun	5	94	70	2006-6-1
ssa	2006	7	Sun	5	733	34	2006-7-1
ssa	2006	8	Sun	5	166	152	2006-8-1
ssa	2006	12	Sun	1	5	3	2006-12-1
ssa	2008	2	Sun	1	6	6	2008-2-1
ssmith	2002	10	unaffiliated	7	72	33	2002-10-1
ssmith	2002	11	unaffiliated	12	596	554	2002-11-1
ssmith	2002	12	unaffiliated	51	610	574	2002-12-1
ssmith	2003	1	unaffiliated	18	413	563	2003-1-1
ssmith	2003	2	unaffiliated	50	533	288	2003-2-1
ssmith	2003	3	unaffiliated	11	164	82	2003-3-1
ssmith	2003	4	unaffiliated	8	79	27	2003-4-1
ssmith	2003	5	unaffiliated	25	4211	257	2003-5-1
ssmith	2003	6	unaffiliated	11	2722	16	2003-6-1
ssmith	2003	7	unaffiliated	22	981	1399	2003-7-1
ssmith	2003	8	unaffiliated	4	84	64	2003-8-1
ssmith	2003	10	unaffiliated	108	7117	1065	2003-10-1
ssmith	2003	12	unaffiliated	58	5569	525	2003-12-1
ssmith	2004	1	unaffiliated	15	1110	36	2004-1-1
ssmith	2004	2	unaffiliated	63	2172	499	2004-2-1
ssmith	2004	3	unaffiliated	31	680	276	2004-3-1
ssmith	2004	4	unaffiliated	26	2569	51	2004-4-1
ssmith	2004	5	unaffiliated	34	768	570	2004-5-1
ssmith	2004	6	unaffiliated	17	231	70	2004-6-1
st	2001	12	Sun	3	8	7	2001-12-1
st	2005	4	Sun	1	14	13	2005-4-1
st	2005	9	Sun	4	19	24	2005-9-1
sts	2001	11	Sun	6	240	150	2001-11-1
sts	2002	7	Sun	3	13	5	2002-7-1
sts	2002	9	Sun	3	51	92	2002-9-1
sus	2000	12	Sun	1	7	10	2000-12-1
sus	2001	2	Sun	1	7	6	2001-2-1
sus	2001	4	Sun	4	25	13	2001-4-1
sus	2001	6	Sun	1	1	0	2001-6-1
sus	2001	7	Sun	22	439	368	2001-7-1
sus	2001	8	Sun	8	86	56	2001-8-1
sus	2001	11	Sun	13	758	651	2001-11-1
sus	2002	3	Sun	8	123	760	2002-3-1
sus	2002	4	Sun	7	27	27	2002-4-1
sus	2002	5	Sun	17	761	367	2002-5-1
sus	2002	6	Sun	12	712	456	2002-6-1
sus	2002	8	Sun	13	643	210	2002-8-1
sus	2002	9	Sun	15	1012	367	2002-9-1
sus	2002	10	Sun	7	153	78	2002-10-1
sus	2003	1	Sun	9	879	736	2003-1-1
sus	2003	3	Sun	1	2	19	2003-3-1
sus	2003	4	Sun	2	25	25	2003-4-1
sus	2003	5	Sun	3	23	17	2003-5-1
sus	2003	6	Sun	1	84	21	2003-6-1
sus	2003	7	Sun	1	9	9	2003-7-1
sus	2004	3	Sun	30	6075	94	2004-3-1
sus	2004	4	Sun	47	1674	246	2004-4-1
sus	2004	5	Sun	34	9576	455	2004-5-1
sus	2004	6	Sun	38	1275	863	2004-6-1
sus	2004	7	Sun	26	828	559	2004-7-1
sus	2004	8	Sun	15	2142	2118	2004-8-1
sus	2004	9	Sun	1	3	5	2004-9-1
sus	2004	10	Sun	13	4674	5115	2004-10-1
sus	2004	11	Sun	55	9729	1546	2004-11-1
sus	2004	12	Sun	2	5139	3059	2004-12-1
sus	2005	1	Sun	26	8428	8174	2005-1-1
sus	2005	2	Sun	40	10134	177	2005-2-1
sus	2005	3	Sun	48	17129	16215	2005-3-1
sus	2005	4	Sun	11	5381	5233	2005-4-1
sus	2005	9	Sun	7	681	713	2005-9-1
sus	2005	10	Sun	36	20295	19593	2005-10-1
sus	2005	11	Sun	22	1590	1227	2005-11-1
sus	2006	1	Sun	3	8	8	2006-1-1
sus	2006	3	Sun	2	95	60	2006-3-1
sus	2006	4	Sun	20	4930	179	2006-4-1
sus	2006	7	Sun	14	308	324	2006-7-1
sus	2006	8	Sun	4	88	70	2006-8-1
sus	2006	11	Sun	3	81	88	2006-11-1
sus	2007	1	Sun	8	230	90	2007-1-1
sus	2007	4	Sun	12	96	105	2007-4-1
sus	2007	6	Sun	8	2253	1651	2007-6-1
