author	year	month	affiliation	commit count	lines added	lines removed	date
fs	2001	1	Sun	255	4617	5394	2001-1-1
fs	2001	2	Sun	213	4054	2004	2001-2-1
fs	2001	3	Sun	436	8447	5949	2001-3-1
fs	2001	4	Sun	359	8240	4950	2001-4-1
fs	2001	5	Sun	405	10914	8121	2001-5-1
fs	2001	6	Sun	414	37584	18894	2001-6-1
fs	2001	7	Sun	152	52264	51670	2001-7-1
fs	2001	8	Sun	454	59128	54580	2001-8-1
fs	2001	9	Sun	94	3612	2740	2001-9-1
fs	2001	10	Sun	214	136544	130053	2001-10-1
fs	2001	11	Sun	59	99281	93154	2001-11-1
fs	2001	12	Sun	96	44060	39572	2001-12-1
fs	2002	1	Sun	131	23217	21798	2002-1-1
fs	2002	2	Sun	52	7253	7005	2002-2-1
fs	2002	3	Sun	85	1362	1887	2002-3-1
fs	2002	4	Sun	119	11069	8729	2002-4-1
fs	2002	5	Sun	202	101794	96256	2002-5-1
fs	2002	6	Sun	34	89842	85601	2002-6-1
fs	2002	7	Sun	161	27350	26550	2002-7-1
fs	2002	8	Sun	89	28516	33485	2002-8-1
fs	2002	9	Sun	116	2315	896	2002-9-1
fs	2002	10	Sun	146	99836	98077	2002-10-1
fs	2002	11	Sun	101	84582	84223	2002-11-1
fs	2002	12	Sun	131	3063	1206	2002-12-1
fs	2003	1	Sun	110	5073	2497	2003-1-1
fs	2003	2	Sun	104	65983	58136	2003-2-1
fs	2003	3	Sun	153	20601	17751	2003-3-1
fs	2003	4	Sun	42	1486	594	2003-4-1
fs	2003	5	Sun	109	4501	2350	2003-5-1
fs	2003	6	Sun	10	255	69	2003-6-1
fs	2003	7	Sun	37	75361	73400	2003-7-1
fs	2003	8	Sun	1	29	14	2003-8-1
fs	2003	9	Sun	435	24667	6844	2003-9-1
fs	2003	10	Sun	429	23056	6257	2003-10-1
fs	2003	11	Sun	107	5329	2523	2003-11-1
fs	2003	12	Sun	169	21315	14646	2003-12-1
fs	2004	1	Sun	167	12964	5734	2004-1-1
fs	2004	2	Sun	207	15360	1796	2004-2-1
fs	2004	3	Sun	441	13435	3447	2004-3-1
fs	2004	4	Sun	312	15050	9125	2004-4-1
fs	2004	5	Sun	181	5444	2841	2004-5-1
fs	2004	6	Sun	82	1654	527	2004-6-1
fs	2004	7	Sun	439	13422	7806	2004-7-1
fs	2004	8	Sun	214	5737	2726	2004-8-1
fs	2004	9	Sun	408	64106	58350	2004-9-1
fs	2004	10	Sun	172	11720	3883	2004-10-1
fs	2004	11	Sun	157	20817	17587	2004-11-1
fs	2004	12	Sun	195	4445	2749	2004-12-1
fs	2005	1	Sun	141	2601	1963	2005-1-1
fs	2005	2	Sun	576	19149	4672	2005-2-1
fs	2005	3	Sun	477	68866	11044	2005-3-1
fs	2005	4	Sun	58	2191	675	2005-4-1
fs	2005	5	Sun	36	667	329	2005-5-1
fs	2005	6	Sun	222	13489	21244	2005-6-1
fs	2005	7	Sun	258	5345	2827	2005-7-1
fs	2005	8	Sun	268	15848	11292	2005-8-1
fs	2005	9	Sun	183	6873	7582	2005-9-1
fs	2005	10	Sun	517	12936	8798	2005-10-1
fs	2005	11	Sun	572	10568	7769	2005-11-1
fs	2005	12	Sun	244	4953	3494	2005-12-1
fs	2006	1	Sun	301	27221	22360	2006-1-1
fs	2006	2	Sun	230	4420	3641	2006-2-1
fs	2006	3	Sun	728	13399	7794	2006-3-1
fs	2006	4	Sun	36	612	444	2006-4-1
fs	2006	5	Sun	404	13389	6500	2006-5-1
fs	2006	6	Sun	393	6416	8046	2006-6-1
fs	2006	7	Sun	348	22050	21292	2006-7-1
fs	2006	8	Sun	116	4209	2352	2006-8-1
fs	2006	9	Sun	281	15331	3679	2006-9-1
fs	2006	10	Sun	251	5285	2741	2006-10-1
fs	2006	11	Sun	310	6993	3593	2006-11-1
fs	2006	12	Sun	470	25570	21127	2006-12-1
fs	2007	1	Sun	325	40207	3166	2007-1-1
fs	2007	2	Sun	371	6630	5713	2007-2-1
fs	2007	3	Sun	334	10947	3794	2007-3-1
fs	2007	4	Sun	174	8492	4306	2007-4-1
fs	2007	5	Sun	116	3024	1339	2007-5-1
fs	2007	6	Sun	303	62148	50431	2007-6-1
fs	2007	7	Sun	287	7058	3543	2007-7-1
fs	2007	8	Sun	158	4161	3252	2007-8-1
fs	2007	9	Sun	796	45353	6961	2007-9-1
fs	2007	10	Sun	428	12267	9380	2007-10-1
fs	2007	11	Sun	270	16778	13396	2007-11-1
fs	2007	12	Sun	300	5698	4388	2007-12-1
fs	2008	1	Sun	327	7267	3032	2008-1-1
fs	2008	2	Sun	355	5453	200844	2008-2-1
fs	2008	3	Sun	220	7991	3712	2008-3-1
fs	2008	4	Sun	103	2859	1581	2008-4-1
fs	2008	5	Sun	146	9203	7993	2008-5-1
fs	2008	6	Sun	24	901	474	2008-6-1
ganaya	2000	10	unaffiliated	23	189	49	2000-10-1
ganaya	2000	11	unaffiliated	6	84	30	2000-11-1
ganaya	2000	12	unaffiliated	9	100	34	2000-12-1
ganaya	2001	1	unaffiliated	23	179	207	2001-1-1
ganaya	2001	2	unaffiliated	33	259	649	2001-2-1
ganaya	2001	3	unaffiliated	93	204	2530	2001-3-1
ganaya	2001	5	unaffiliated	43	3700	1228	2001-5-1
ganaya	2001	6	unaffiliated	12	492	111	2001-6-1
ganaya	2001	7	unaffiliated	16	1271	911	2001-7-1
georgez	2003	5	unaffiliated	38	31119	26293	2003-5-1
gh	2000	10	Sun	10	185	133	2000-10-1
gh	2000	11	Sun	11	167	55	2000-11-1
gh	2000	12	Sun	21	232	89	2000-12-1
gh	2001	1	Sun	9	119	27	2001-1-1
gh	2001	2	Sun	5	30	20	2001-2-1
gh	2001	3	Sun	13	501	462	2001-3-1
gh	2001	4	Sun	9	193	103	2001-4-1
gh	2001	5	Sun	14	166	480	2001-5-1
gh	2001	6	Sun	13	183	110	2001-6-1
gh	2001	7	Sun	20	198	88	2001-7-1
gh	2001	8	Sun	16	148	88	2001-8-1
gh	2001	10	Sun	10	140	35	2001-10-1
gh	2001	11	Sun	21	300	156	2001-11-1
gh	2001	12	Sun	17	58	22	2001-12-1
gh	2002	1	Sun	14	117	98	2002-1-1
gh	2002	2	Sun	3	14	11	2002-2-1
gh	2002	3	Sun	51	499	344	2002-3-1
gh	2002	4	Sun	50	600	177	2002-4-1
gh	2002	5	Sun	18	224	82	2002-5-1
gh	2002	6	Sun	8	265	6332	2002-6-1
gh	2002	7	Sun	5	29	15	2002-7-1
gh	2002	9	Sun	1	23	20	2002-9-1
gh	2002	10	Sun	16	126	205	2002-10-1
gh	2002	11	Sun	24	309	121	2002-11-1
gh	2002	12	Sun	5	185	188	2002-12-1
gh	2003	1	Sun	90	1204	778	2003-1-1
gh	2003	2	Sun	9	231	181	2003-2-1
gh	2003	3	Sun	11	378	122	2003-3-1
gh	2003	4	Sun	1145	190103	44505	2003-4-1
gh	2003	5	Sun	6	55	114	2003-5-1
gh	2003	6	Sun	582	914295	887924	2003-6-1
gh	2003	7	Sun	6	91	84	2003-7-1
gh	2003	8	Sun	45	477	283	2003-8-1
gh	2003	11	Sun	46	444	390	2003-11-1
gh	2003	12	Sun	18	454	127	2003-12-1
gh	2004	1	Sun	598	15379	12050	2004-1-1
gh	2004	2	Sun	1169	23941	26079	2004-2-1
gh	2004	3	Sun	18	205	191	2004-3-1
gh	2004	4	Sun	634	177363	43394	2004-4-1
gh	2004	5	Sun	61	2494	1163	2004-5-1
gh	2004	6	Sun	35	1065	859	2004-6-1
gh	2004	7	Sun	20	612	230	2004-7-1
gh	2004	8	Sun	67	1344	612	2004-8-1
gh	2004	9	Sun	575	117016	108356	2004-9-1
gh	2004	10	Sun	36	7568	1031	2004-10-1
gh	2004	11	Sun	11	246	117	2004-11-1
gh	2004	12	Sun	17	295	142	2004-12-1
gh	2005	1	Sun	9	142	152	2005-1-1
gh	2005	2	Sun	15	285	206	2005-2-1
gh	2005	3	Sun	75	383345	355695	2005-3-1
gh	2005	4	Sun	367	288435	183390	2005-4-1
gh	2005	5	Sun	98	12240	6986	2005-5-1
gh	2005	6	Sun	16	332	253	2005-6-1
gh	2005	7	Sun	5	294	85	2005-7-1
gh	2005	8	Sun	9	247	156	2005-8-1
gh	2005	9	Sun	8	559	179	2005-9-1
gh	2005	10	Sun	14	85	77	2005-10-1
gh	2005	11	Sun	36	250	197	2005-11-1
gh	2005	12	Sun	15	150	171	2005-12-1
gh	2006	1	Sun	1	5	5	2006-1-1
gh	2006	2	Sun	30	320	281	2006-2-1
gh	2006	3	Sun	27	369	348	2006-3-1
gh	2006	5	Sun	11	190	38	2006-5-1
gh	2006	6	Sun	2	16	12	2006-6-1
gh	2006	8	Sun	11	255	162	2006-8-1
gh	2006	9	Sun	5	32	49	2006-9-1
gh	2006	10	Sun	30	338	193	2006-10-1
gh	2006	11	Sun	27	776	234	2006-11-1
gh	2006	12	Sun	34	833	439	2006-12-1
gh	2007	1	Sun	4	74	33	2007-1-1
gh	2007	2	Sun	5	72	64	2007-2-1
gh	2007	3	Sun	34	6464	60	2007-3-1
gh	2007	4	Sun	6	69	25	2007-4-1
gh	2007	5	Sun	8	76	58	2007-5-1
gh	2007	6	Sun	22	167	107	2007-6-1
gh	2007	7	Sun	3	31	21	2007-7-1
gh	2007	9	Sun	7	35	33	2007-9-1
gh	2007	10	Sun	1	30	3	2007-10-1
gh	2007	11	Sun	6	48	45	2007-11-1
gh	2007	12	Sun	2	81	35	2007-12-1
gh	2008	2	Sun	9	47	34	2008-2-1
gh	2008	3	Sun	4	99	20	2008-3-1
gh	2008	4	Sun	6	77	44	2008-4-1
gh	2008	5	Sun	11	154	83	2008-5-1
ghiggins	2002	5	Sun	11	48	29	2002-5-1
ghiggins	2002	6	Sun	11	149	89	2002-6-1
ghiggins	2002	7	Sun	8	529	161	2002-7-1
ghiggins	2002	8	Sun	15	239	152	2002-8-1
ghiggins	2002	9	Sun	14	74	54	2002-9-1
ghiggins	2002	10	Sun	16	131	123	2002-10-1
ghiggins	2002	12	Sun	1	2	2	2002-12-1
ghiggins	2003	3	Sun	22	1483	14	2003-3-1
glu	2003	11	(unknown)	1	6050	5862	2003-11-1
glu	2004	5	(unknown)	9	6849	3371	2004-5-1
gm	2007	6	Sun	1	5	4	2007-6-1
gt	2000	9	Sun	17	381	91	2000-9-1
gt	2000	10	Sun	12	279	279	2000-10-1
gt	2000	11	Sun	23	446	137	2000-11-1
gt	2000	12	Sun	7	36	31	2000-12-1
gt	2001	1	Sun	3	17	14	2001-1-1
gt	2001	2	Sun	41	1970	375	2001-2-1
gt	2001	3	Sun	12	334	150	2001-3-1
gt	2001	4	Sun	12	237	60	2001-4-1
gt	2001	5	Sun	59	2421	1017	2001-5-1
gt	2001	6	Sun	44	3206	50127	2001-6-1
gt	2001	7	Sun	24	438	318	2001-7-1
gt	2001	8	Sun	24	586	249	2001-8-1
gt	2001	9	Sun	41	613	308	2001-9-1
gt	2001	10	Sun	19	1347	1008	2001-10-1
gt	2001	11	Sun	13	215	94	2001-11-1
gt	2002	1	Sun	8	408	442	2002-1-1
gt	2002	3	Sun	20	1376	1250	2002-3-1
gt	2002	4	Sun	962	1336	1193	2002-4-1
gt	2002	5	Sun	39	1089	616	2002-5-1
gt	2002	6	Sun	25	456	502	2002-6-1
gt	2002	7	Sun	79	1787	1158	2002-7-1
gt	2002	8	Sun	1528	3482	3425	2002-8-1
gt	2002	9	Sun	114	1206	1207	2002-9-1
gt	2002	10	Sun	43	561	229	2002-10-1
gt	2002	11	Sun	78	168	158	2002-11-1
gt	2002	12	Sun	12	110	61	2002-12-1
gt	2003	1	Sun	8	70	112	2003-1-1
gt	2003	2	Sun	2	318	30	2003-2-1
gt	2003	3	Sun	6	62	37	2003-3-1
gt	2003	4	Sun	1	6	4	2003-4-1
gt	2003	5	Sun	2	568	204	2003-5-1
gt	2003	8	Sun	1	5	4	2003-8-1
gt	2003	10	Sun	1	8	2	2003-10-1
gt	2003	11	Sun	7	436	18	2003-11-1
gt	2004	1	Sun	2	2039	229	2004-1-1
gt	2004	2	Sun	10	352	113	2004-2-1
gt	2004	3	Sun	47	1988	390	2004-3-1
gt	2004	4	Sun	74	1217	444	2004-4-1
gt	2004	5	Sun	5	85	91	2004-5-1
gt	2004	7	Sun	174	5782	2901	2004-7-1
gt	2004	8	Sun	24	883	149	2004-8-1
gyang	2002	9	Sun	327	139555	139284	2002-9-1
gyang	2002	11	Sun	3	22	16	2002-11-1
gyang	2003	1	Sun	1480	345587	340233	2003-1-1
gyang	2004	4	Sun	1	6	5	2004-4-1
gyang	2004	6	Sun	1	3	3	2004-6-1
gyang	2004	7	Sun	22	8924	3324	2004-7-1
gyang	2004	8	Sun	7	224	160	2004-8-1
gyang	2004	10	Sun	24	4799	3039	2004-10-1
gyang	2004	11	Sun	116	13440	4819	2004-11-1
gyang	2004	12	Sun	32	1099	1348	2004-12-1
gyang	2005	1	Sun	4	165	18	2005-1-1
haggai	2002	8	Debian	1	1	1	2002-8-1
haggai	2002	9	Debian	1	18	17	2002-9-1
haggai	2002	10	Debian	2	5	4	2002-10-1
haggai	2003	1	Debian	3	8	8	2003-1-1
haggai	2003	2	Debian	4	17	15	2003-2-1
haggai	2003	3	Debian	6	33	27	2003-3-1
haggai	2003	4	Debian	1	1	1	2003-4-1
haggai	2003	6	Debian	10	244	137	2003-6-1
haggai	2003	7	Debian	8	189	40	2003-7-1
haggai	2003	8	Debian	1	7	2	2003-8-1
haggai	2003	10	Debian	45	172	122	2003-10-1
haggai	2004	2	Debian	4	19	11	2004-2-1
haggai	2004	3	Debian	2	9	4	2004-3-1
haggai	2004	7	Debian	14	82	1661	2004-7-1
haggai	2004	8	Debian	2	13	11	2004-8-1
haggai	2004	10	Debian	17	85	47	2004-10-1
haggai	2004	11	Debian	2	12	7	2004-11-1
hbrinkm	2002	8	Sun	7	751	308	2002-8-1
hbrinkm	2002	9	Sun	18	187	220	2002-9-1
hbrinkm	2002	10	Sun	7	167	138	2002-10-1
hbrinkm	2002	11	Sun	30	496	164	2002-11-1
hbrinkm	2002	12	Sun	29	352	162	2002-12-1
hbrinkm	2003	1	Sun	26	334	106	2003-1-1
hbrinkm	2003	2	Sun	30	600	207	2003-2-1
hbrinkm	2003	3	Sun	7	518	435	2003-3-1
hbrinkm	2003	4	Sun	20	311	152	2003-4-1
hbrinkm	2003	5	Sun	17	287	87	2003-5-1
hbrinkm	2003	6	Sun	34	1065	228	2003-6-1
hbrinkm	2003	7	Sun	4	35	26	2003-7-1
hbrinkm	2003	8	Sun	65	1393	3857	2003-8-1
hbrinkm	2003	9	Sun	118	7637	1946	2003-9-1
hbrinkm	2003	10	Sun	8	62	87	2003-10-1
hbrinkm	2003	11	Sun	28	837	315	2003-11-1
hbrinkm	2003	12	Sun	1	4	5	2003-12-1
hbrinkm	2004	1	Sun	43	1102	377	2004-1-1
hbrinkm	2004	2	Sun	23	595	318	2004-2-1
hbrinkm	2004	3	Sun	87	2136	910	2004-3-1
hbrinkm	2004	4	Sun	55	1138	248	2004-4-1
hbrinkm	2004	5	Sun	104	2175	5024	2004-5-1
hbrinkm	2004	6	Sun	25	337	177	2004-6-1
hbrinkm	2004	7	Sun	142	3012	802	2004-7-1
hbrinkm	2004	8	Sun	95	2033	1250	2004-8-1
hbrinkm	2004	9	Sun	66	4176	3623	2004-9-1
hbrinkm	2004	10	Sun	26	210	154	2004-10-1
hbrinkm	2004	11	Sun	63	1023	567	2004-11-1
hbrinkm	2004	12	Sun	30	377	226	2004-12-1
hbrinkm	2005	1	Sun	28	475	353	2005-1-1
hbrinkm	2005	2	Sun	24	219	124	2005-2-1
hbrinkm	2005	3	Sun	18	492	235	2005-3-1
hbrinkm	2005	4	Sun	12	116	62	2005-4-1
hbrinkm	2005	5	Sun	5	38	26	2005-5-1
hbrinkm	2005	6	Sun	88	3540	1348	2005-6-1
hbrinkm	2005	7	Sun	26	240	161	2005-7-1
hbrinkm	2005	8	Sun	67	818	613	2005-8-1
hbrinkm	2005	9	Sun	78	945	691	2005-9-1
hbrinkm	2005	10	Sun	4	31	22	2005-10-1
hbrinkm	2005	12	Sun	7	67	50	2005-12-1
hbrinkm	2006	1	Sun	2	16	7	2006-1-1
hbrinkm	2006	3	Sun	3	50	40	2006-3-1
hbrinkm	2006	4	Sun	2	6	12	2006-4-1
hbrinkm	2006	8	Sun	3	18	20	2006-8-1
hbrinkm	2006	9	Sun	6	29	24	2006-9-1
hbrinkm	2006	10	Sun	19	1138	692	2006-10-1
hbrinkm	2006	11	Sun	242	13233	4942	2006-11-1
hbrinkm	2006	12	Sun	33	4836	3564	2006-12-1
hbrinkm	2007	1	Sun	35	2615	296	2007-1-1
hbrinkm	2007	2	Sun	50	21698	16510	2007-2-1
hbrinkm	2007	3	Sun	106	62961	23113	2007-3-1
hbrinkm	2007	4	Sun	130	56871	87802	2007-4-1
hbrinkm	2007	5	Sun	92	30781	23004	2007-5-1
hbrinkm	2007	6	Sun	70	18006	17965	2007-6-1
hbrinkm	2007	7	Sun	118	47581	73326	2007-7-1
hbrinkm	2007	8	Sun	189	30781	40960	2007-8-1
hbrinkm	2007	9	Sun	249	11131	21526	2007-9-1
hbrinkm	2007	10	Sun	289	30551	18919	2007-10-1
hbrinkm	2007	11	Sun	355	14029	7558	2007-11-1
hbrinkm	2007	12	Sun	51	1936	647	2007-12-1
hbrinkm	2008	1	Sun	90	14303	13534	2008-1-1
hbrinkm	2008	2	Sun	508	34634	13813	2008-2-1
hbrinkm	2008	3	Sun	40	1051	9634	2008-3-1
hbrinkm	2008	4	Sun	497	14654	10275	2008-4-1
hbrinkm	2008	5	Sun	37	602	618	2008-5-1
hdu	2000	10	Sun	9	1517	617	2000-10-1
hdu	2000	11	Sun	29	1035	336	2000-11-1
hdu	2000	12	Sun	8	477	183	2000-12-1
hdu	2001	1	Sun	2	74	37	2001-1-1
hdu	2001	2	Sun	34	1301	640	2001-2-1
hdu	2001	3	Sun	31	817	473	2001-3-1
hdu	2001	4	Sun	18	445	189	2001-4-1
hdu	2001	5	Sun	19	596	414	2001-5-1
hdu	2001	6	Sun	10	226	32	2001-6-1
hdu	2001	7	Sun	47	3972	2875	2001-7-1
hdu	2001	8	Sun	13	413	289	2001-8-1
hdu	2001	9	Sun	4	92	20	2001-9-1
hdu	2001	10	Sun	7	42	34	2001-10-1
hdu	2001	11	Sun	32	905	648	2001-11-1
hdu	2001	12	Sun	13	192	100	2001-12-1
hdu	2002	1	Sun	1	2	3	2002-1-1
hdu	2002	2	Sun	36	2877	2085	2002-2-1
hdu	2002	3	Sun	5	144	279	2002-3-1
hdu	2002	4	Sun	44	3277	2830	2002-4-1
hdu	2002	5	Sun	37	946	674	2002-5-1
hdu	2002	6	Sun	26	666	434	2002-6-1
hdu	2002	7	Sun	24	674	521	2002-7-1
hdu	2002	8	Sun	46	1421	1198	2002-8-1
hdu	2002	9	Sun	51	1795	1985	2002-9-1
hdu	2002	10	Sun	29	1607	866	2002-10-1
hdu	2002	11	Sun	31	14521	4507	2002-11-1
hdu	2002	12	Sun	29	798	655	2002-12-1
hdu	2003	1	Sun	30	1704	1471	2003-1-1
hdu	2003	2	Sun	22	474	413	2003-2-1
hdu	2003	3	Sun	29	1220	805	2003-3-1
hdu	2003	4	Sun	41	6369	1840	2003-4-1
hdu	2003	5	Sun	23	804	512	2003-5-1
hdu	2003	6	Sun	15	207	127	2003-6-1
hdu	2003	7	Sun	35	721	405	2003-7-1
hdu	2003	8	Sun	36	675	633	2003-8-1
hdu	2003	9	Sun	7	44	52	2003-9-1
hdu	2003	10	Sun	9	87	66	2003-10-1
hdu	2003	11	Sun	13	338	231	2003-11-1
hdu	2003	12	Sun	21	266	250	2003-12-1
hdu	2004	1	Sun	6	110	59	2004-1-1
hdu	2004	2	Sun	4	51	50	2004-2-1
hdu	2004	3	Sun	81	7406	7123	2004-3-1
hdu	2004	4	Sun	5	28	24	2004-4-1
hdu	2004	5	Sun	78	3236	2516	2004-5-1
hdu	2004	6	Sun	75	1934	1693	2004-6-1
hdu	2004	7	Sun	17	482	210	2004-7-1
hdu	2004	8	Sun	28	712	379	2004-8-1
hdu	2004	9	Sun	15	135	157	2004-9-1
hdu	2004	10	Sun	22	643	288	2004-10-1
hdu	2004	11	Sun	18	178	148	2004-11-1
hdu	2004	12	Sun	6	161	99	2004-12-1
hdu	2005	1	Sun	21	405	384	2005-1-1
hdu	2005	2	Sun	42	2086	514	2005-2-1
hdu	2005	3	Sun	17	289	283	2005-3-1
hdu	2005	4	Sun	15	648	516	2005-4-1
hdu	2005	5	Sun	15	576	274	2005-5-1
hdu	2005	6	Sun	24	683	262	2005-6-1
hdu	2005	7	Sun	15	742	489	2005-7-1
hdu	2005	8	Sun	30	503	328	2005-8-1
hdu	2005	9	Sun	38	1712	1582	2005-9-1
hdu	2005	10	Sun	29	775	249	2005-10-1
hdu	2005	11	Sun	7	75	71	2005-11-1
hdu	2005	12	Sun	13	188	126	2005-12-1
hdu	2006	1	Sun	17	340	297	2006-1-1
hdu	2006	2	Sun	15	213	166	2006-2-1
hdu	2006	3	Sun	21	632	499	2006-3-1
hdu	2006	4	Sun	17	215	199	2006-4-1
hdu	2006	5	Sun	27	570	446	2006-5-1
hdu	2006	6	Sun	16	304	159	2006-6-1
hdu	2006	7	Sun	7	268	186	2006-7-1
hdu	2006	8	Sun	29	428	682	2006-8-1
hdu	2006	9	Sun	37	870	392	2006-9-1
hdu	2006	10	Sun	18	315	242	2006-10-1
hdu	2006	11	Sun	10	98	70	2006-11-1
hdu	2006	12	Sun	38	369	391	2006-12-1
hdu	2007	1	Sun	16	532	287	2007-1-1
hdu	2007	2	Sun	28	917	461	2007-2-1
hdu	2007	3	Sun	30	1541	280	2007-3-1
hdu	2007	4	Sun	24	593	398	2007-4-1
hdu	2007	5	Sun	50	1192	1932	2007-5-1
hdu	2007	6	Sun	45	1540	1081	2007-6-1
hdu	2007	7	Sun	17	473	161	2007-7-1
hdu	2007	8	Sun	27	444	422	2007-8-1
hdu	2007	9	Sun	70	1960	1085	2007-9-1
hdu	2007	10	Sun	37	438	459	2007-10-1
hdu	2007	11	Sun	32	754	407	2007-11-1
hdu	2007	12	Sun	8	59	40	2007-12-1
hdu	2008	1	Sun	55	756	748	2008-1-1
hdu	2008	2	Sun	36	583	340	2008-2-1
hdu	2008	3	Sun	41	1576	767	2008-3-1
hdu	2008	4	Sun	23	1017	859	2008-4-1
hdu	2008	5	Sun	53	904	599	2008-5-1
hdu	2008	6	Sun	5	46	16	2008-6-1
hjs	2000	9	Sun	25	171	118	2000-9-1
hjs	2000	10	Sun	92	2050	1647	2000-10-1
hjs	2000	11	Sun	112	4925	7526	2000-11-1
hjs	2000	12	Sun	41	900	969	2000-12-1
hjs	2001	1	Sun	38	4739	5407	2001-1-1
hjs	2001	2	Sun	78	9217	10385	2001-2-1
hjs	2001	3	Sun	11	87	77	2001-3-1
hjs	2001	4	Sun	31	5036	3593	2001-4-1
hjs	2001	5	Sun	163	4539	2943	2001-5-1
hjs	2001	6	Sun	133	1916	1724	2001-6-1
hjs	2001	7	Sun	42	585	270	2001-7-1
hjs	2001	8	Sun	114	1239	1419	2001-8-1
hjs	2001	9	Sun	128	1904	1321	2001-9-1
hjs	2001	10	Sun	103	1138	1419	2001-10-1
hjs	2001	11	Sun	101	1741	1134	2001-11-1
hjs	2001	12	Sun	24	239	81	2001-12-1
hjs	2002	1	Sun	78	1435	1288	2002-1-1
hjs	2002	2	Sun	26	260	85	2002-2-1
hjs	2002	3	Sun	112	2069	1564	2002-3-1
hjs	2002	4	Sun	81	737	1070	2002-4-1
hjs	2002	5	Sun	33	357	201	2002-5-1
hjs	2002	6	Sun	73	1647	778	2002-6-1
hjs	2002	7	Sun	26	108	119	2002-7-1
hjs	2002	8	Sun	109	62244	803	2002-8-1
hjs	2002	9	Sun	43	448	161	2002-9-1
hjs	2002	10	Sun	64	4590	7776	2002-10-1
hjs	2002	11	Sun	23	402	244	2002-11-1
hjs	2002	12	Sun	4	489	34	2002-12-1
hjs	2003	1	Sun	572	13335	10084	2003-1-1
hjs	2003	2	Sun	26	201	359	2003-2-1
hjs	2003	3	Sun	30	255	276	2003-3-1
hjs	2003	4	Sun	17	178	59	2003-4-1
hjs	2003	5	Sun	20	801	618	2003-5-1
hjs	2003	6	Sun	51	508	1577	2003-6-1
hjs	2003	7	Sun	210	2502	2670	2003-7-1
hjs	2003	8	Sun	16	88	109	2003-8-1
hjs	2003	9	Sun	32	688	434	2003-9-1
hjs	2003	10	Sun	63	1145	1652	2003-10-1
hjs	2003	11	Sun	15	268	366	2003-11-1
hjs	2003	12	Sun	46	1268	473	2003-12-1
hjs	2004	1	Sun	82	1300	743	2004-1-1
hjs	2004	2	Sun	588	33117	7859	2004-2-1
hjs	2004	3	Sun	184	1436	1285	2004-3-1
hjs	2004	4	Sun	155	2197	14364	2004-4-1
hjs	2004	5	Sun	266	8128	5914	2004-5-1
hjs	2004	6	Sun	2191	147257	8591	2004-6-1
hjs	2004	7	Sun	43	1159	841	2004-7-1
hjs	2004	8	Sun	679	97888	57652	2004-8-1
hjs	2004	9	Sun	54	1751	1774	2004-9-1
hjs	2004	10	Sun	30	545	788	2004-10-1
hjs	2004	11	Sun	73	1426	618	2004-11-1
hjs	2004	12	Sun	54	707	395	2004-12-1
hjs	2005	1	Sun	123	12330	12006	2005-1-1
hjs	2005	2	Sun	118	2797	1127	2005-2-1
hjs	2005	3	Sun	53	378	455	2005-3-1
hjs	2005	4	Sun	36	9299	7587	2005-4-1
hjs	2005	5	Sun	41	284	844	2005-5-1
hjs	2005	6	Sun	65	1936	383	2005-6-1
hjs	2005	7	Sun	26	474	548	2005-7-1
hjs	2005	8	Sun	46	663	917	2005-8-1
hjs	2005	9	Sun	59	846	608	2005-9-1
hjs	2005	10	Sun	102	705	1299	2005-10-1
hjs	2005	11	Sun	169	762	1459	2005-11-1
hjs	2005	12	Sun	8	128	54	2005-12-1
hjs	2006	1	Sun	20	197	61	2006-1-1
hjs	2006	2	Sun	48	431	342	2006-2-1
hjs	2006	3	Sun	10	471	128	2006-3-1
hjs	2006	4	Sun	7	68	59	2006-4-1
hjs	2006	5	Sun	21	1131	2499	2006-5-1
hjs	2006	6	Sun	113	4146	6379	2006-6-1
hjs	2006	7	Sun	34	4406	4383	2006-7-1
hjs	2006	8	Sun	53	1732	554	2006-8-1
hjs	2006	9	Sun	269	6386	2937	2006-9-1
hjs	2006	10	Sun	228	3631	4615	2006-10-1
hjs	2006	11	Sun	181	1389	1433	2006-11-1
hjs	2006	12	Sun	90	1198	1286	2006-12-1
hjs	2007	1	Sun	366	1961	2616	2007-1-1
hjs	2007	2	Sun	232	1877	2889	2007-2-1
hjs	2007	3	Sun	104	1858	1150	2007-3-1
hjs	2007	4	Sun	10	333	97	2007-4-1
hjs	2007	5	Sun	91	1041	584	2007-5-1
hjs	2007	6	Sun	122	3140	2155	2007-6-1
hjs	2007	7	Sun	55	8398	9116	2007-7-1
hjs	2007	9	Sun	39	353	358	2007-9-1
hjs	2007	10	Sun	9	50	39	2007-10-1
hjs	2007	11	Sun	28	7771	7632	2007-11-1
hjs	2007	12	Sun	85	3553	827	2007-12-1
hjs	2008	1	Sun	4	36	38	2008-1-1
hjs	2008	2	Sun	26	157	121	2008-2-1
hjs	2008	3	Sun	15	10721	47	2008-3-1
hjs	2008	4	Sun	7	850	1131	2008-4-1
hjs	2008	5	Sun	22	275	278	2008-5-1
hjs	2008	6	Sun	9	40	35	2008-6-1
hr	2000	9	Sun	1	3	2	2000-9-1
hr	2000	10	Sun	94	332	384	2000-10-1
hr	2000	11	Sun	192	1136	929	2000-11-1
hr	2000	12	Sun	261	940	949	2000-12-1
